BuildingID,BuildingType,YearBuilt,MonthlyElectricityConsumption_kWh,PeakUsageTime_Hour,RenewableCapacity_kWh,RenewableType,RenewableContributionPercentage,EnergySource,EnergyEfficiency_kWh_per_m2,WeatherData_Temperature_C,WeatherData_SolarIntensity_Hours,WeatherData_WindSpeed_km_h
B000269,Industrial,,590.51,3,6234.34,Wind,74.02,Electricity,37.79,19.84,3.66,57.95
B000270,Educational,1939.0,359.65,23,15205.52,Hydro,65.94,Electricity,6.36,-11.85,1.19,41.89
B000271,Healthcare,2003.0,25.28,19,14746.95,Wind,41.21,Electricity,49.64,-19.1,5.95,6.84
B000272,Agricultural,,300.51,17,1910.03,,68.0,Electricity,28.22,-8.95,11.9,53.27
B000273,Educational,1945.0,306.51,4,859.27,Geothermal,38.86,Electricity,26.21,21.49,2.37,33.19
B000274,Retail,,168.26,9,7595.16,Solar,90.47,Electricity,16.8,10.7,4.93,46.5
B000275,Residential,,70.48,18,9264.05,Solar,86.9,Electricity,41.42,34.16,0.66,76.54
B000276,Commercial,,782.83,8,19718.18,Hydro,76.38,Electricity,5.69,43.07,4.28,87.83
B000277,Recreational,,567.74,5,2807.6,Wind,35.16,Electricity,17.93,-16.54,0.89,102.61
B000278,Residential,,88.05,21,6909.53,Biomass,46.81,Electricity,26.02,39.61,9.63,119.9
B000279,Hospitality,,295.46,15,19687.43,Hydro,40.24,Electricity,35.98,17.21,4.2,42.26
B000280,Residential,1928.0,103.54,9,13770.44,Hydro,40.83,Biomass,22.28,-0.54,3.66,86.15
B000281,Commercial,,112.13,13,16452.84,Hydro,79.84,Biomass,39.56,19.83,11.75,57.65
B000282,Commercial,,228.41,21,13955.02,Wind,71.32,Biomass,46.19,32.72,7.02,41.38
B000283,Residential,,69.1,6,2098.72,Solar,58.39,Electricity,21.65,-18.09,9.29,116.6
B000284,Agricultural,,525.45,18,4200.78,Geothermal,25.33,Electricity,26.73,19.89,4.25,117.6
B000285,Commercial,,865.19,0,3598.52,Solar,54.12,Mixed Sources,8.18,-0.54,0.12,41.36
B000286,Industrial,,302.0,17,8350.5,Solar,65.67,Electricity,45.22,17.75,8.92,28.92
B000287,Retail,2015.0,221.09,3,9503.32,Wind,67.02,Electricity,37.11,32.42,6.82,115.02
B000288,Industrial,,1907.36,22,7755.66,Wind,39.76,Biomass,12.35,3.43,6.39,89.14
B000289,Residential,,33.91,7,3960.58,Wind,89.23,Mixed Sources,43.43,12.15,2.0,60.91
B000290,Healthcare,,50.71,7,14888.85,Wind,39.51,Biomass,45.36,-4.19,6.5,106.92
B000291,Residential,,35.01,7,13096.86,Wind,38.83,Electricity,46.53,42.25,5.25,102.08
B000292,Commercial,2019.0,504.3,5,12482.66,Wind,63.19,Electricity,12.9,-7.72,4.71,115.04
B000293,Residential,,76.73,21,18922.89,Hydro,70.42,Electricity,33.4,10.97,7.97,55.86
B000294,Educational,,38.89,18,1331.5,Geothermal,23.95,Electricity,27.98,27.44,9.74,56.2
B000295,Educational,,42.13,1,6304.79,Wind,53.24,Electricity,48.91,5.3,7.0,119.83
B000296,Retail,,198.2,16,7527.5,Solar,83.78,Biomass,36.99,-19.76,3.51,14.24
B000297,Commercial,2005.0,161.0,13,4154.14,Wind,54.52,Electricity,38.92,32.91,9.55,91.22
B000298,Industrial,1912.0,378.19,11,2143.02,Biomass,35.64,Biomass,39.58,41.44,3.29,67.36
B000299,Religious,,168.83,5,14589.59,Wind,50.37,Electricity,14.02,34.34,2.62,47.05
B000300,Industrial,1985.0,617.32,19,3130.39,Geothermal,27.79,Electricity,27.36,12.36,11.83,75.12
B000301,Industrial,,501.78,16,3391.69,Solar,57.98,Electricity,49.03,18.53,11.01,114.57
B000302,Government,1917.0,161.22,1,13906.33,Wind,70.82,Electricity,31.39,44.04,8.88,116.89
B000303,Industrial,,487.89,17,3073.0,Solar,,Electricity,27.95,4.92,3.24,
B000304,Commercial,,803.24,15,4266.18,Wind,64.14,Electricity,9.99,42.37,2.42,82.7
B000305,Commercial,,502.61,19,3355.41,Solar,96.93,Electricity,16.85,-11.17,1.14,63.05
B000306,Residential,,198.19,5,2753.38,Wind,55.01,Electricity,14.91,9.7,1.55,107.5
B000307,Industrial,,3243.34,11,2592.69,Geothermal,55.65,Electricity,5.49,-11.22,0.19,117.29
B000308,Sports,,184.94,4,3539.59,Wind,57.63,Biomass,48.76,40.33,9.32,66.02
B000309,Retail,1985.0,345.25,1,7367.45,Solar,89.32,Electricity,40.69,44.56,1.32,64.13
B000310,Healthcare,,20.4,3,7361.25,Solar,52.85,Electricity,27.13,20.94,3.06,14.08
B000311,Religious,1995.0,130.57,23,3963.3,Geothermal,56.3,Electricity,15.56,18.95,4.63,38.9
B000312,Residential,1944.0,14.7,15,3805.81,Geothermal,41.7,Biomass,49.17,44.0,3.96,73.88
B000313,Industrial,,618.26,10,4788.15,,49.76,Biomass,21.74,-9.71,6.79,99.38
B000314,Retail,1999.0,95.36,21,5956.01,Solar,73.48,Electricity,37.43,44.88,4.81,26.83
B000315,Retail,1993.0,533.45,11,9757.36,Solar,58.2,Electricity,16.24,16.34,11.66,44.58
B000316,Commercial,,1567.64,0,18315.91,Hydro,64.59,Biomass,5.28,20.8,5.56,115.57
B000317,Commercial,1970.0,842.9,7,121.32,Geothermal,57.46,Biomass,7.64,34.38,2.31,29.03
B000318,Residential,,74.2,15,4435.26,Solar,73.72,Electricity,32.88,28.89,8.04,96.08
B000319,Residential,,167.8,11,5264.36,Solar,69.95,Electricity,6.98,32.47,4.51,78.25
B000320,Residential,,45.8,12,1467.79,Wind,44.92,Electricity,47.77,10.49,6.22,18.22
B000321,Residential,,205.95,14,3809.75,Geothermal,38.67,Biomass,10.1,19.74,4.53,29.99
B000322,Healthcare,2008.0,50.93,17,9818.39,Wind,53.38,Biomass,43.87,31.76,9.73,79.49
B000323,Hospitality,,122.43,9,11839.99,Wind,62.2,Electricity,16.41,44.04,11.04,72.15
B000324,Educational,,194.71,18,4171.69,Wind,80.89,Electricity,39.61,-17.63,9.22,0.18
B000325,Residential,2014.0,39.75,3,3979.62,Wind,35.4,Electricity,33.27,-18.09,3.56,112.9
B000326,Educational,,67.13,8,0.0,Tidal,,Coal,19.58,12.49,8.01,97.78
B000327,Educational,,423.74,1,12606.31,Wind,80.27,Electricity,16.19,23.46,10.36,101.14
B000328,Residential,,45.84,10,12403.76,Wind,69.47,Biomass,48.69,31.93,2.31,11.79
B000329,Residential,,35.17,7,4668.96,Wind,89.75,Electricity,40.76,18.36,3.92,37.88
B000330,Residential,2014.0,96.18,0,14520.67,Wind,59.98,Electricity,14.67,18.19,8.2,113.96
B000331,Industrial,2018.0,989.22,11,11682.55,Wind,69.02,Electricity,23.57,28.23,2.49,59.4
B000332,Educational,,81.47,23,5285.5,Wind,30.2,Biomass,22.59,15.34,5.03,80.27
B000333,Industrial,,2525.37,11,0.0,Tidal,0.0,Natural Gas,5.09,-8.64,9.1,23.2
B000334,Residential,1996.0,115.5,3,2524.45,Hydro,68.07,Electricity,21.47,19.94,0.31,52.73
B000335,Commercial,,117.65,14,15038.77,Hydro,49.1,Biomass,34.48,39.95,10.94,5.48
B000336,Residential,,22.92,12,8103.74,Solar,77.78,Electricity,45.85,28.0,9.34,63.46
B000337,Industrial,2013.0,346.72,21,4056.23,Solar,51.03,Electricity,47.52,43.89,6.5,52.41
B000338,Healthcare,,36.05,3,3311.4,Hydro,72.13,Biomass,46.34,13.93,11.16,101.09
B000339,Commercial,,146.4,5,9334.24,Hydro,54.48,Mixed Sources,44.68,34.43,0.57,94.77
B000340,Residential,1932.0,472.46,15,9551.8,Wind,38.29,Biomass,5.59,9.91,5.58,118.06
B000341,Residential,,74.5,19,5789.19,Wind,63.99,Mixed Sources,22.27,40.71,6.16,119.66
B000342,Healthcare,,110.12,10,478.64,Geothermal,59.11,Electricity,17.43,38.47,5.01,53.79
B000343,Educational,,530.92,11,8550.41,Solar,,Mixed Sources,25.22,39.51,5.72,24.53
B000344,Commercial,,132.82,1,8368.14,Solar,78.91,Electricity,25.71,43.22,3.03,
B000345,Residential,,23.07,21,8584.56,Wind,61.79,Electricity,29.89,39.54,7.79,45.32
B000346,Educational,,299.6,1,11041.46,Hydro,54.75,Electricity,17.45,16.02,4.65,41.16
B000347,Healthcare,,85.82,16,2968.0,Solar,61.6,Electricity,17.32,43.79,1.77,24.45
B000348,Industrial,,2355.41,5,4156.59,Solar,93.65,Biomass,5.03,-7.66,0.19,34.94
B000349,Government,,2066.29,20,12796.72,Hydro,45.56,Biomass,5.02,-0.61,5.57,11.3
B000350,Residential,,336.86,7,1549.15,,90.27,Electricity,7.53,22.24,0.8,52.03
B000351,Hospitality,2016.0,197.8,5,17850.29,Hydro,61.68,Electricity,38.61,34.69,10.23,0.29
B000352,Commercial,1996.0,185.63,19,3832.8,Wind,35.24,Electricity,24.39,43.63,6.85,81.93
B000353,Recreational,,222.52,3,4775.81,Wind,72.11,Electricity,49.42,31.63,11.56,46.25
B000354,Commercial,,732.76,1,4380.69,Geothermal,36.49,Electricity,16.42,41.92,1.57,50.89
B000355,Commercial,,109.26,6,13099.47,Hydro,66.0,Electricity,16.11,-9.58,8.67,1.95
B000356,Sports,2005.0,316.89,17,8334.43,Wind,58.6,Electricity,34.58,-7.92,11.47,41.07
B000357,Residential,,347.56,9,9272.45,Solar,82.99,Electricity,5.1,20.81,3.11,3.17
B000358,Residential,,45.62,13,1997.84,Solar,60.37,Electricity,49.6,-17.74,7.47,45.5
B000359,Residential,,103.08,11,15605.45,Hydro,72.72,Biomass,26.72,-15.03,6.92,63.66
B000360,Hospitality,1984.0,252.83,0,6337.53,Solar,52.92,Electricity,45.99,-4.97,4.31,102.4
B000361,Residential,1968.0,33.17,1,12049.64,Wind,69.31,Electricity,49.4,-8.55,1.57,104.61
B000362,Religious,,107.14,23,4046.96,Wind,44.79,Electricity,28.48,39.17,6.5,49.36
B000363,Hospitality,1985.0,221.98,23,6184.37,Solar,51.94,Biomass,25.53,2.19,3.19,102.57
B000364,Commercial,,41.46,18,15261.65,Hydro,77.33,Electricity,36.47,36.89,0.87,3.53
B000365,Agricultural,2017.0,26.33,17,0.0,None,,Natural Gas,42.76,-11.82,10.98,41.64
B000366,Industrial,2004.0,1411.66,11,13312.94,Wind,50.32,Biomass,7.56,-7.12,4.98,97.64
B000367,Industrial,,630.89,13,6054.75,Solar,76.43,Mixed Sources,34.69,25.09,10.45,56.72
B000368,Government,,363.64,8,4113.33,Wind,62.09,Electricity,33.49,37.0,1.63,10.72
B000369,Residential,1982.0,136.64,8,5545.48,Solar,96.29,Biomass,20.85,-17.65,6.39,68.37
B000370,Residential,,64.14,11,9815.22,Wind,89.62,Electricity,33.59,25.1,6.72,6.21
B000371,Residential,,61.21,20,13046.29,Hydro,56.23,Biomass,27.54,26.88,3.53,111.68
B000372,Religious,,92.57,7,11907.51,,63.85,Electricity,14.69,3.58,9.55,
B000373,Retail,,1019.9,3,6175.77,Wind,39.59,Biomass,9.13,-5.43,0.3,33.86
B000374,Commercial,,834.77,22,14581.71,Hydro,62.57,Electricity,12.02,27.14,6.08,73.9
B000375,Commercial,,838.38,14,5339.95,Solar,55.04,Electricity,16.19,36.85,0.34,18.45
B000376,Commercial,,145.06,13,8087.47,Wind,43.53,Electricity,25.91,5.58,11.77,82.42
B000377,Educational,,277.19,18,5735.07,Hydro,66.09,Biomass,39.56,28.47,3.83,15.37
B000378,Industrial,1996.0,922.89,10,11918.2,Wind,70.94,Electricity,13.8,-15.23,1.32,51.29
B000379,Educational,,105.59,21,2238.67,Solar,73.31,Mixed Sources,28.55,-16.96,4.95,54.01
B000380,Residential,2002.0,55.82,0,12312.31,Wind,40.2,Electricity,41.91,28.38,4.79,49.25
B000381,Residential,1955.0,365.31,16,4284.47,,64.42,Biomass,5.03,42.06,8.02,76.15
B000382,Recreational,,70.98,18,2076.49,Solar,58.35,Electricity,44.77,40.72,0.11,7.58
B000383,Sports,,99.92,20,2439.72,Solar,72.49,Electricity,24.3,23.82,4.02,114.11
B000384,Residential,,180.67,5,18976.83,Hydro,42.77,Electricity,14.41,33.25,11.67,105.28
B000385,Commercial,2013.0,302.4,14,7879.53,Solar,84.09,Electricity,15.18,30.03,11.58,26.89
B000386,Residential,,30.35,20,4438.6,Solar,99.02,Mixed Sources,18.36,38.96,6.63,36.43
B000387,Commercial,2009.0,235.4,20,608.66,Solar,,Electricity,35.78,41.72,1.17,101.11
B000388,Residential,,262.62,21,5372.64,,79.54,Biomass,5.29,28.2,4.31,36.39
B000389,Commercial,,469.72,5,6830.99,Solar,94.37,Biomass,12.11,30.57,6.3,112.14
B000390,Commercial,,743.09,8,6019.14,Hydro,43.34,Electricity,9.25,-4.63,4.65,70.72
B000391,Residential,,56.69,19,1274.36,Solar,53.47,Electricity,44.14,20.86,7.86,9.46
B000392,Healthcare,,42.07,9,9519.84,Solar,83.36,Electricity,28.39,-1.05,5.29,0.95
B000393,Government,,1271.0,15,14341.41,Wind,80.37,Electricity,7.04,16.03,3.36,26.82
B000394,Industrial,,405.89,16,1125.57,Solar,92.48,Electricity,22.24,32.02,1.6,85.39
B000395,Agricultural,,39.3,21,649.93,Biomass,37.98,Mixed Sources,49.84,-10.78,9.97,20.73
B000396,Residential,1988.0,47.99,9,8252.83,Solar,73.59,Electricity,43.17,10.12,5.48,90.27
B000397,Government,2005.0,158.08,14,9413.88,Solar,,Biomass,39.62,2.98,2.49,104.06
B000398,Healthcare,,87.96,16,3268.37,Solar,70.78,Electricity,12.98,-9.8,5.47,82.88
B000399,Commercial,,311.14,12,8155.36,Solar,84.63,Electricity,28.77,36.8,5.11,71.2
B000400,Commercial,,153.67,12,2439.17,Wind,84.06,Electricity,23.81,-5.52,0.61,51.81
B000401,Residential,,68.86,14,5565.39,Solar,56.77,Biomass,38.32,20.75,7.2,71.85
B000402,Residential,,107.97,7,4679.18,Solar,74.71,Biomass,25.83,-7.58,7.77,6.6
B000403,Commercial,,899.08,4,7167.63,Solar,90.26,Electricity,12.55,-7.37,9.77,60.42
B000404,Retail,,219.89,23,14571.18,Hydro,60.64,Electricity,21.04,38.61,11.13,106.87
B000405,Residential,,168.7,22,9029.79,Solar,82.39,Electricity,11.53,-6.44,0.44,4.12
B000406,Retail,1988.0,242.12,15,12204.55,Wind,43.11,Mixed Sources,40.85,8.67,6.47,38.02
B000407,Commercial,,216.78,6,4076.86,Biomass,35.88,Electricity,34.15,36.0,8.9,37.29
B000408,Retail,,414.36,17,3867.44,Geothermal,41.33,Electricity,23.61,2.34,1.11,1.6
B000409,Commercial,2021.0,277.93,22,3958.51,Geothermal,53.1,Biomass,40.93,18.91,2.64,80.25
B000410,Commercial,,74.92,14,2831.1,Solar,,Electricity,46.08,-12.99,10.36,26.19
B000411,Industrial,1982.0,556.95,18,3721.13,Solar,99.86,Electricity,15.17,-3.74,2.02,61.23
B000412,Healthcare,,140.99,0,8802.97,Solar,65.43,Electricity,11.25,16.58,0.79,67.7
B000413,Residential,2017.0,18.17,21,9302.36,Solar,81.3,Electricity,49.09,-2.37,1.72,12.35
B000414,Industrial,,384.15,4,10419.11,Wind,56.38,Biomass,45.04,39.1,2.44,34.68
B000415,Residential,,47.74,23,3396.62,Wind,,Mixed Sources,39.14,17.24,6.65,50.07
B000416,Commercial,,316.5,7,5017.49,Solar,84.99,Electricity,35.79,-12.6,4.58,73.17
B000417,Industrial,,374.72,10,7362.86,Solar,,Electricity,35.49,20.8,6.77,33.51
B000418,Hospitality,,756.73,21,6709.89,Wind,58.93,Electricity,14.14,41.68,2.88,67.49
B000419,Educational,2003.0,105.96,7,19149.66,Hydro,48.73,Electricity,35.24,40.89,10.31,83.08
B000420,Industrial,,929.09,23,2449.21,Solar,,Biomass,26.47,24.31,2.77,84.26
B000421,Residential,,27.01,7,7069.12,Hydro,57.88,Electricity,44.82,40.25,6.3,80.88
B000422,Residential,1943.0,35.9,20,3704.12,Biomass,22.34,Electricity,48.5,-4.11,10.35,8.33
B000423,Commercial,,1087.79,7,6632.45,Hydro,43.6,Electricity,9.1,9.65,8.02,116.95
B000424,Healthcare,,163.86,5,2226.46,Solar,,Electricity,14.11,17.45,4.92,78.1
B000425,Hospitality,,1603.24,7,6802.14,Solar,90.56,Biomass,8.49,26.3,4.04,49.71
B000426,Commercial,,156.95,21,3347.96,Solar,62.58,Mixed Sources,15.5,-14.61,7.97,37.58
B000427,Industrial,,718.6,7,1983.51,Geothermal,,Electricity,27.46,30.97,5.21,102.43
B000428,Sports,1982.0,261.17,21,5376.16,Wind,66.8,Biomass,23.68,29.74,4.27,15.57
B000429,Industrial,,115.67,21,2254.87,,57.26,Electricity,46.4,36.52,11.72,96.59
B000430,Residential,,36.96,10,6269.32,Hydro,60.74,Biomass,33.62,14.66,5.5,52.79
B000431,Residential,,53.52,17,14146.68,Wind,59.5,Electricity,29.68,27.49,5.4,91.34
B000432,Healthcare,,57.94,8,8452.3,Solar,87.61,Electricity,44.89,35.47,11.35,1.26
B000433,Religious,1992.0,228.53,20,14435.09,Wind,65.79,Electricity,43.36,36.02,2.99,50.06
B000434,Commercial,,279.54,21,9240.02,Solar,69.32,Electricity,20.1,34.82,7.44,100.79
B000435,Commercial,1995.0,137.42,16,5832.13,Solar,64.68,Electricity,46.74,19.71,4.48,18.18
B000436,Commercial,,86.93,1,12935.96,Hydro,43.23,Mixed Sources,31.93,33.5,9.43,111.73
B000437,Commercial,,24.27,21,14379.07,Hydro,63.82,Electricity,47.96,-6.74,1.11,92.77
B000438,Residential,,129.7,16,1559.97,Solar,84.06,Electricity,15.29,-10.0,7.63,111.09
B000439,Industrial,,893.28,11,6781.23,Solar,72.2,Electricity,22.25,18.49,4.43,52.87
B000440,Educational,,259.05,0,14775.29,Wind,32.24,Electricity,33.47,-3.52,1.21,2.58
B000441,Hospitality,2011.0,292.17,17,9870.29,Wind,75.95,Biomass,49.12,4.78,4.2,39.51
B000442,Commercial,,226.96,15,5094.35,Solar,62.72,Mixed Sources,39.19,34.63,10.78,106.84
B000443,Residential,,96.8,14,0.0,Tidal,0.0,Natural Gas,24.01,-16.19,9.66,38.1
B000444,Commercial,,349.46,13,18855.35,Hydro,56.32,Electricity,29.01,43.67,9.08,94.24
B000445,Residential,,55.82,7,8797.81,Wind,74.41,Electricity,34.62,-10.17,2.0,82.61
B000446,Residential,,81.66,16,9943.49,Solar,,Mixed Sources,19.67,32.22,1.7,85.23
B000447,Residential,,143.93,13,13926.22,Hydro,75.93,Biomass,11.78,29.27,6.9,30.73
B000448,Commercial,,38.35,3,9950.81,Solar,55.53,Electricity,38.21,24.52,7.93,20.32
B000449,Residential,,214.44,10,7966.72,Wind,75.51,Electricity,13.49,-9.99,1.95,76.57
B000450,Residential,,162.59,16,6350.19,Wind,69.58,Electricity,14.96,-14.9,10.97,98.95
B000451,Residential,,36.18,20,5187.34,Solar,,Electricity,19.96,-11.98,10.19,68.17
B000452,Healthcare,,55.28,6,3429.07,,25.55,Mixed Sources,31.41,-9.15,8.64,1.96
B000453,Residential,,43.05,14,3820.39,Biomass,49.35,Biomass,36.27,-10.06,7.86,12.6
B000454,Educational,,167.91,9,14019.47,Wind,87.03,Electricity,11.24,0.49,6.06,49.03
B000455,Retail,1994.0,217.37,2,2155.63,Hydro,58.49,Electricity,22.92,-11.67,0.78,106.63
B000456,Healthcare,,38.01,19,8508.24,Hydro,72.9,Electricity,46.98,24.36,2.58,36.14
B000457,Residential,2022.0,208.07,12,8956.29,Wind,49.16,Mixed Sources,6.6,26.51,1.49,35.34
B000458,Government,,29.25,20,9445.78,Solar,73.8,Electricity,39.58,29.05,1.79,105.96
B000459,Educational,1988.0,423.96,8,7138.83,Solar,87.47,Electricity,28.74,29.5,5.93,70.79
B000460,Commercial,,703.38,19,4925.07,Geothermal,59.11,Electricity,13.61,9.43,4.71,21.94
B000461,Residential,,36.48,8,0.0,None,0.0,Coal,44.37,-14.82,4.58,39.27
B000462,Healthcare,,163.77,21,8495.81,Hydro,73.13,Electricity,11.02,4.11,0.51,53.92
B000463,Industrial,,358.69,0,4186.96,Wind,57.83,Biomass,32.56,24.19,3.28,106.91
B000464,Educational,,782.32,4,1127.57,Solar,56.36,Electricity,10.17,2.9,9.75,37.2
B000465,Residential,1979.0,31.92,3,13427.38,Wind,78.5,Electricity,42.94,5.1,1.59,66.62
B000466,Religious,2012.0,104.46,2,4653.18,Hydro,66.95,Electricity,44.3,15.9,6.27,27.51
B000467,Industrial,,1078.38,15,11712.42,Hydro,66.88,Electricity,13.98,-16.14,5.68,39.33
B000468,Industrial,,2266.8,9,796.99,Geothermal,41.76,Electricity,8.07,18.55,10.74,33.34
B000469,Residential,,42.67,7,165.52,Geothermal,46.23,Electricity,29.53,-0.76,10.54,16.32
B000470,Residential,,138.37,23,3101.45,Hydro,65.83,Biomass,16.07,37.74,0.98,18.2
B000471,Residential,1977.0,65.85,9,6621.65,Wind,,Electricity,32.6,29.38,5.76,112.62
B000472,Religious,,207.53,23,14154.86,Hydro,55.4,Electricity,46.44,31.93,3.84,97.11
B000473,Residential,,401.33,20,3226.92,Solar,90.73,Electricity,7.37,21.64,6.28,86.05
B000474,Commercial,,635.41,11,2055.85,Solar,68.66,Biomass,19.22,40.96,7.0,61.0
B000475,Educational,1960.0,508.33,3,2528.43,Geothermal,23.52,Electricity,13.14,-4.24,4.67,76.79
B000476,Residential,,65.41,13,13520.53,Wind,,Mixed Sources,42.02,0.08,5.21,58.84
B000477,Retail,1990.0,202.19,4,3568.28,Geothermal,33.7,Electricity,41.97,39.32,0.39,7.71
B000478,Government,,573.3,22,8393.69,,57.22,Electricity,23.41,26.84,5.43,54.31
B000479,Hospitality,,276.37,0,5495.41,Hydro,75.52,Biomass,49.58,4.69,1.86,119.07
B000480,Industrial,,425.85,8,2556.5,Wind,67.22,Electricity,43.93,33.44,5.64,63.3
B000481,Residential,,43.18,1,6459.48,Solar,57.96,Electricity,22.97,21.34,1.06,14.63
B000482,Residential,1956.0,22.96,0,2814.63,Hydro,59.08,Electricity,46.23,20.06,9.28,24.68
B000483,Industrial,,241.65,3,18389.57,Hydro,45.76,Electricity,32.09,9.55,7.11,93.93
B000484,Recreational,2010.0,182.65,10,4053.4,Geothermal,55.36,Biomass,44.9,-5.59,1.5,
B000485,Educational,,463.2,18,13922.32,Hydro,73.46,Biomass,17.79,-1.12,9.44,94.15
B000486,Industrial,,246.87,8,11661.49,Wind,43.47,Biomass,33.4,-11.4,8.64,74.5
B000487,Residential,,110.69,17,1534.67,Solar,58.33,Electricity,16.18,-12.86,10.77,62.26
B000488,Industrial,1993.0,255.35,18,8881.85,Solar,61.77,Electricity,44.76,-8.03,9.78,10.8
B000489,Educational,,208.98,22,10660.43,Wind,49.25,Electricity,18.16,33.8,6.92,106.7
B000490,Healthcare,1963.0,206.39,1,2519.53,Geothermal,25.0,Mixed Sources,14.08,5.79,10.25,55.4
B000491,Commercial,1999.0,222.24,23,4398.68,Solar,58.89,Electricity,37.43,-17.0,3.94,81.48
B000492,Commercial,1908.0,1804.32,15,969.22,Solar,51.26,Electricity,6.5,7.12,6.56,93.31
B000493,Agricultural,,692.58,8,8000.96,Solar,83.5,Biomass,20.19,-14.91,8.94,29.38
B000494,Healthcare,,82.95,22,18482.0,Hydro,47.14,Biomass,35.32,36.38,2.01,42.03
B000495,Retail,,407.47,21,18711.12,Hydro,42.29,Electricity,31.21,31.98,9.2,114.31
B000496,Government,,322.38,4,2352.41,Wind,79.79,Electricity,42.71,-12.94,3.33,20.26
B000497,Hospitality,,278.56,12,1278.29,Solar,,Electricity,44.27,22.86,11.13,6.17
B000498,Commercial,1929.0,590.03,9,3312.88,Solar,77.26,Mixed Sources,15.24,-9.96,2.33,22.58
B000499,Commercial,,270.97,4,5839.57,Biomass,19.17,Biomass,46.85,13.91,2.47,48.37
B000500,Commercial,,193.22,8,2053.74,Wind,38.34,Electricity,14.87,13.47,11.07,49.3
B000501,Commercial,1991.0,289.71,22,1911.7,Wind,44.21,Electricity,21.43,14.85,10.91,7.91
B000502,Healthcare,,44.43,18,13822.18,Wind,75.38,Electricity,38.55,-1.31,3.87,106.1
B000503,Residential,,105.26,11,6150.9,,52.03,Electricity,27.34,-16.7,10.07,67.89
B000504,Healthcare,,53.71,7,1393.53,Solar,73.73,Electricity,29.59,18.65,9.04,96.43
B000505,Hospitality,,227.26,15,5786.05,Solar,,Electricity,29.39,22.37,7.61,84.82
B000506,Government,,353.29,4,3947.46,Wind,69.93,Electricity,26.44,0.86,4.37,118.13
B000507,Commercial,,616.77,19,10428.41,Wind,38.64,Biomass,21.77,-5.73,11.91,91.97
B000508,Residential,,190.46,3,9758.63,Solar,87.17,Electricity,14.03,24.08,10.34,33.74
B000509,Residential,,194.39,14,2187.35,Geothermal,33.38,Electricity,8.24,9.11,11.66,92.72
B000510,Residential,,84.08,1,2809.94,Geothermal,36.73,Electricity,29.66,-2.81,5.49,4.53
B000511,Government,,1275.14,3,17665.04,Hydro,68.2,Mixed Sources,9.27,6.32,3.22,
B000512,Commercial,,733.86,23,8323.58,Hydro,44.9,Biomass,5.8,-13.15,6.74,79.02
B000513,Government,,324.36,8,14662.05,Hydro,68.4,Electricity,38.87,36.46,10.27,10.53
B000514,Retail,,105.81,14,2125.24,,61.34,Mixed Sources,46.26,24.41,2.04,3.11
B000515,Industrial,1953.0,1436.22,14,6857.36,,64.85,Electricity,17.11,-10.47,4.63,27.53
B000516,Agricultural,1991.0,217.3,8,2548.61,Solar,88.08,Electricity,37.28,5.54,10.43,30.27
B000517,Industrial,,395.92,18,2252.29,Geothermal,57.57,Electricity,43.37,-15.5,3.09,73.06
B000518,Commercial,,651.59,12,4933.51,Solar,63.56,Electricity,19.72,-16.66,8.36,62.31
B000519,Healthcare,,95.93,14,1203.27,Biomass,16.49,Mixed Sources,24.47,-10.75,7.4,27.83
B000520,Commercial,,458.09,13,8856.41,Hydro,75.54,Electricity,27.58,-18.2,2.82,73.32
B000521,Industrial,1943.0,792.69,9,8186.22,Solar,78.39,Mixed Sources,22.76,23.97,3.0,51.19
B000522,Educational,,632.76,18,621.57,Geothermal,48.28,Mixed Sources,13.52,-0.15,7.87,77.3
B000523,Residential,,120.02,8,13862.95,Hydro,,Electricity,12.15,-4.49,9.29,111.19
B000524,Commercial,1942.0,350.25,17,9484.91,Hydro,56.13,Electricity,15.05,-2.23,5.56,75.41
B000525,Industrial,1988.0,254.11,14,3514.67,Hydro,72.23,Biomass,46.56,33.96,2.11,88.37
B000526,Commercial,,144.36,22,4929.18,Solar,74.34,Electricity,37.8,17.98,6.65,37.07
B000527,Industrial,,750.89,16,1011.28,Geothermal,34.74,Electricity,13.1,-13.46,7.83,95.35
B000528,Hospitality,,122.51,19,1529.38,Solar,98.63,Biomass,33.07,1.91,1.86,97.73
B000529,Industrial,1935.0,972.22,23,5715.99,Solar,63.92,Electricity,17.3,-5.6,11.25,40.97
