SensorID,SensorLocation,Pollutant_PM2.5_µg/m³,Pollutant_PM10_µg/m³,Pollutant_O3_ppb,Pollutant_NO2_ppb,Pollutant_CO_ppm,Pollutant_SO2_ppb,UrbanVegetationArea_m2,Humidity_%,AirTemperature_C,EnergySavingTechnology,AnnualEnergySavings_%,PopulationDensity_people/km²,RetrofitData,RenewableEnergyPercentage_%,AnnualEnergyConsumption_kWh,GreenSpaceIndex_%,HistoricPollutantLevels,Country,AQI_Index
S000148,Industrial Area,179.52,200.19,145.8,50.81,23.29,5.08,1265.77,51.59,30.68,Efficient HVAC,20.75,,Yes,23.06,42830.38,42.74,67.17,Philippines,141.38
S000149,Industrial Area,185.85,320.55,168.91,87.75,41.52,15.66,847.86,78.64999999999999,30.64,,24.69,1290.29,Yes,49.73,42486.28,15.24,261.44,Afghanistan,177.5
S000150,Urban,49.24,171.24,150.05,99.82,20.53,48.36,,78.9,0.51,Solar Panels,24.45,1928.81,Yes,38.44,30231.23,47.87,168.42,Maldives,90.9
S000151,Industrial Area,243.56,213.27,50.82,121.95,2.59,65.51,,47.61,25.09,Solar Panels,25.35,1188.78,Yes,,28724.39,47.19,109.98,Mongolia,163.43
S000152,Industrial Area,175.55,278.51,163.29,84.17,43.74,37.61,,67.97,20.26,LED Lighting,5.85,1284.12,No,6.65,41768.63,16.52,275.83,Laos,165.09
S000153,Industrial Area,78.43,284.73,51.93,143.11,15.11,34.86,934.28,45.84,22.92,Solar Panels,10.39,944.49,Yes,1.74,44469.19,46.6,234.05,Kazakhstan,113.67
S000154,Rural,117.655,77.022,16.198,53.435,15.35,25.276,5064.09,45.99,-7.98,Solar Panels,18.98,245.26,No,,7245.7,29.22,137.34,Malaysia,73.04
S000155,Rural,91.185,40.391999999999996,20.628999999999998,72.02,6.85,21.868000000000002,6984.2,42.45,-5.85,Efficient HVAC,28.93,64.19,No,,40922.72,14.87,184.7,Nepal,56.63
S000156,Urban,11.25,150.42,21.27,64.63,28.92,59.43,1808.6,35.83,21.25,Solar Panels,7.48,2193.7,Yes,8.91,15795.4,24.06,268.88,Turkmenistan,50.1
S000157,Urban,118.03,81.84,68.21,139.75,11.99,15.96,2103.22,49.05,30.72,Solar Panels,32.41,,No,31.91,46955.95,44.8,202.96,Cambodia,89.78
S000158,Urban,193.4,284.43,175.26,134.79,27.14,44.68,2313.94,68.87,-6.72,,27.8,4808.62,No,49.03,28678.68,16.43,291.0,Laos,178.96
S000159,Industrial Area,90.6,313.41,16.35,68.64,37.03,17.55,1204.67,47.120000000000005,18.58,LED Lighting,29.25,,Yes,43.56,11787.94,25.88,177.83,Malaysia,112.82
S000160,Industrial Area,195.7,263.68,79.04,30.32,16.36,43.93,825.47,64.69,5.45,Efficient HVAC,21.76,645.05,Yes,26.87,48061.7,39.75,241.04,Philippines,149.74
S000161,Urban,12.88,265.4,54.65,113.37,23.77,33.75,1812.28,57.5,-7.16,Smart Thermostats,34.64,4034.77,No,34.93,34638.4,56.09,128.53,India,81.83
S000162,Industrial Area,142.83,122.8,180.21,66.65,1.87,14.36,1292.01,46.48,19.02,Solar Panels,32.89,616.11,Yes,32.34,32139.23,14.03,284.44,Sri Lanka,116.29
S000163,Urban,209.5,331.79,86.81,132.32,28.78,49.11,2156.92,40.02,28.37,,8.37,2682.19,No,5.98,18623.15,7.79,86.31,Mongolia,181.75
S000164,Industrial Area,181.97,115.51,171.24,10.03,13.14,89.87,,78.16,0.79,Solar Panels,22.52,832.21,No,46.34,34906.87,11.93,197.55,Armenia,128.39
S000165,Urban,131.93,127.84,28.1,10.3,20.03,60.24,2691.86,53.38,-9.56,Efficient HVAC,11.51,4874.41,No,,43397.36,47.17,264.01,India,88.6
S000166,Industrial Area,53.24,204.06,127.53,10.76,27.51,25.17,676.36,87.55,26.73,Efficient HVAC,37.84,973.52,No,34.23,29192.44,10.5,263.27,Azerbaijan,86.32
S000167,Suburban,70.69,210.4,161.19,115.01,1.68,91.57,4756.55,53.93,20.4,,15.97,830.91,Yes,11.71,20630.28,44.69,145.06,Vietnam,110.78
S000168,Industrial Area,82.39,289.11,156.45,84.05,41.14,45.13,,64.48,26.06,LED Lighting,22.57,1290.5,No,45.73,20717.07,31.69,172.68,Bangladesh,129.02
S000169,Rural,67.58,176.202,61.69799999999999,53.29,1.89,2.68,7875.83,30.22,20.44,LED Lighting,7.28,115.57,No,3.67,7807.82,22.88,60.89,Bangladesh,77.18
S000170,Industrial Area,210.83,184.33,102.22,97.85,26.9,28.61,,80.14,-2.96,Solar Panels,39.6,1062.48,Yes,33.63,48586.45,54.62,198.61,Georgia,150.44
S000171,Suburban,89.71,187.27,75.86,128.96,27.22,5.33,,53.01,8.91,Efficient HVAC,12.08,481.63,Yes,22.52,43699.86,32.71,122.44,Vietnam,100.6
S000172,Urban,56.1,41.63,186.2,29.42,48.81,71.61,1315.63,60.06,31.66,,9.85,1837.29,No,7.74,49784.91,41.02,107.34,Azerbaijan,70.1
S000173,Urban,225.32,339.43,112.52,7.36,40.28,86.19,,55.93,12.9,,7.64,3609.12,No,9.08,35141.84,57.54,218.82,Myanmar,183.97
S000174,Industrial Area,110.37,224.42,156.4,86.63,27.49,67.07,1354.97,75.11999999999999,27.18,Solar Panels,17.32,1117.16,No,,7287.57,19.35,290.26,Yemen,127.26
S000175,Urban,220.5,245.91,122.15,76.33,49.91,87.16,1669.84,66.78999999999999,16.96,,24.08,3905.07,Yes,19.68,22327.77,34.98,232.92,Kazakhstan,172.69
S000176,Rural,66.28,60.49199999999999,57.91799999999999,5.0,20.71,33.080000000000005,6425.74,79.17,9.04,Solar Panels,11.74,163.74,No,1.19,30246.49,43.71,227.59,Tajikistan,51.52
S000177,Rural,15.705,198.294,50.596,71.06,8.05,15.468000000000002,7035.54,32.24,22.97,LED Lighting,11.61,152.67,No,18.95,28883.01,40.55,280.61,Armenia,62.21
S000178,Urban,11.38,98.01,90.28,42.79,48.6,18.47,1430.44,72.36,4.52,Solar Panels,10.02,1699.22,No,8.24,40563.56,33.05,145.33,Tajikistan,47.76
S000179,Rural,116.245,205.17,61.04699999999999,5.03,21.555,8.200000000000001,7928.6,69.22,4.74,Solar Panels,25.78,214.01,No,34.77,23458.61,14.09,213.11,Timor-Leste,99.76
S000180,Suburban,50.26,138.73,196.32,29.39,9.03,41.44,,79.89,15.7,Efficient HVAC,29.25,851.29,Yes,46.35,27097.88,56.46,193.51,Laos,83.21
S000181,Rural,91.785,189.37199999999999,92.806,35.45,23.72,32.072,,72.8,-2.52,Solar Panels,24.63,96.78,Yes,35.95,38525.39,18.73,96.85,Kyrgyzstan,96.03
S000182,Rural,5.0,165.81,68.66999999999999,20.735,4.22,29.164,6140.78,46.28,34.77,Solar Panels,7.82,242.11,No,1.85,42719.11,6.98,77.94,Bangladesh,49.42
S000183,Industrial Area,222.49,146.98,71.73,113.55,27.23,45.39,1135.69,46.940000000000005,16.92,Solar Panels,36.84,1373.76,No,47.33,43150.34,21.77,154.64,Laos,145.5
S000184,Urban,131.63,45.49,169.65,138.54,30.51,56.14,1577.46,40.18,17.16,LED Lighting,17.46,1123.16,No,28.87,24092.01,15.16,105.33,Kazakhstan,106.91
S000185,Rural,16.195,137.35199999999998,122.843,62.33,3.38,10.196,9576.65,54.15,-2.75,Efficient HVAC,20.59,131.5,No,15.34,8268.97,33.09,123.99,Brunei,59.46
S000186,Industrial Area,230.98,176.33,109.26,8.69,19.72,30.06,632.15,65.37,25.44,Solar Panels,11.18,,No,2.39,33338.71,37.56,114.39,Uzbekistan,148.39
S000187,Urban,87.65,49.45,193.14,13.94,12.2,76.48,1436.46,78.72,-4.91,Solar Panels,26.07,,No,28.11,15764.89,45.4,297.59,Malaysia,80.36
S000188,Urban,81.09,189.26,165.42,78.35,35.36,10.83,599.42,62.31,-0.73,Efficient HVAC,26.93,4869.15,No,13.14,38388.24,31.48,50.85,Bangladesh,107.01
S000189,Urban,122.38,20.0,180.85,67.76,45.41,98.79,800.54,44.19,-6.12,LED Lighting,39.38,1923.46,Yes,,32228.25,56.03,207.61,Kazakhstan,96.34
S000190,Suburban,48.34,300.44,143.46,106.72,49.39,62.07,,82.0,28.69,Solar Panels,28.07,388.1,No,28.73,36880.03,30.22,212.76,Philippines,119.66
S000191,Rural,103.82,128.58,63.92399999999999,19.49,23.27,18.208000000000002,8899.14,48.62,26.61,Solar Panels,12.27,57.44,No,2.03,34991.22,41.83,107.09,Sri Lanka,82.02
S000192,Urban,207.77,265.11,161.8,126.5,47.16,41.13,,63.85,-8.7,,33.73,1934.48,No,37.63,43977.11,47.36,66.89,Mongolia,179.82
S000193,Urban,26.84,250.17,12.43,131.22,3.18,18.58,2273.53,78.74,22.54,Solar Panels,35.88,2636.85,No,48.61,38809.76,54.32,100.91,Malaysia,77.0
S000194,Urban,82.46,239.79,153.69,5.61,9.32,82.01,1276.7,55.53,-4.73,LED Lighting,18.4,4390.19,No,18.23,34745.51,35.58,53.19,Brunei,109.59
S000195,Urban,187.76,254.61,51.95,43.39,35.97,7.21,,46.970000000000006,32.79,Solar Panels,20.49,2905.87,No,16.63,17018.3,39.26,69.93,Georgia,142.12
S000196,Urban,225.44,347.79,182.8,91.02,43.7,67.42,812.66,81.08,-1.3200000000000003,,9.07,4099.67,No,8.46,21551.99,24.37,235.3,Yemen,204.0
S000197,Urban,189.41,75.12,145.62,7.61,15.74,46.2,1815.35,77.67999999999999,19.95,Efficient HVAC,13.15,1230.7,No,10.18,32414.01,20.97,160.12,Turkmenistan,117.28
S000198,Urban,147.49,283.61,113.64,14.44,4.81,34.52,878.44,81.61999999999999,20.43,Solar Panels,22.63,3529.32,No,32.79,12023.83,42.95,240.5,Singapore,136.41
S000199,Rural,8.36,22.206,88.088,72.595,5.15,39.124,5166.98,61.38,-8.57,Smart Thermostats,39.72,,Yes,42.99,8242.8,44.1,268.59,Mongolia,30.73
S000200,Urban,161.97,35.01,174.78,16.28,6.06,17.77,725.15,69.87,23.73,Solar Panels,12.3,4605.06,No,24.1,18007.86,12.67,273.15,Armenia,101.13
S000201,Industrial Area,96.64,11.17,160.94,80.15,33.92,63.19,591.19,71.98,32.39,,39.12,1229.55,No,41.94,34612.19,17.14,208.26,Maldives,79.6
S000202,Rural,106.37,33.006,23.926,58.18,12.93,2.0,9067.87,53.32,-3.93,LED Lighting,25.04,85.34,No,11.71,29648.57,9.6,234.84,Japan,59.95
S000203,Urban,70.36,308.89,91.44,49.98,41.85,56.29,,87.5,9.94,Efficient HVAC,27.32,2609.24,Yes,29.06,47556.41,37.78,130.7,Armenia,115.64
S000204,Suburban,204.68,300.27,135.17,133.68,5.78,56.87,6649.69,80.56,-0.1,,15.33,646.5,Yes,20.4,40710.52,43.9,63.58,Timor-Leste,178.99
S000205,Rural,7.475,14.442,75.66999999999999,13.46,22.96,28.464,,77.58,29.89,Efficient HVAC,14.67,248.72,No,28.15,36390.99,23.94,189.0,Japan,22.29
S000206,Rural,76.745,129.30599999999998,22.609999999999996,52.5,4.675,37.844,,48.11,11.01,Efficient HVAC,7.22,161.07,Yes,2.39,17092.95,44.54,272.88,Indonesia,67.56
S000207,Industrial Area,140.67,127.65,40.55,144.08,43.81,73.62,1132.85,75.57,33.57,,36.96,578.76,No,44.17,43203.39,47.26,269.46,Indonesia,110.35
S000208,Rural,106.25,166.06799999999998,36.105999999999995,17.935,16.905,27.960000000000004,9608.03,36.05,10.58,Solar Panels,29.36,210.04,No,48.47,43153.11,36.73,92.19,Maldives,86.01
S000209,Rural,116.0,129.414,25.823,71.265,5.295,19.148,5090.6,41.42,14.95,Solar Panels,36.44,,Yes,34.03,10347.34,34.27,205.35,Mongolia,84.77
S000210,Urban,241.8,184.92,33.16,123.95,28.95,55.39,,49.75,-4.91,,32.29,2561.3,Yes,42.13,25150.05,42.49,80.12,Georgia,156.74
S000211,Industrial Area,231.48,245.97,96.55,36.34,34.55,74.57,,64.37,5.26,LED Lighting,35.23,1448.26,No,38.75,40337.18,24.69,274.06,Uzbekistan,167.09
S000212,Urban,129.96,316.67,132.73,95.78,34.0,80.6,1669.26,53.21,0.62,LED Lighting,11.68,1777.89,Yes,23.39,13536.85,10.54,250.13,Yemen,152.24
S000213,Urban,65.79,26.83,65.26,20.22,41.89,6.61,552.94,38.52,22.34,,8.14,2794.03,Yes,5.43,17129.04,45.2,217.23,Nepal,48.01
S000214,Rural,37.605,149.856,10.0,23.185,12.74,17.344,6206.54,56.56,30.78,Efficient HVAC,12.19,,Yes,28.79,31207.35,57.39,249.01,Bhutan,50.97
S000215,Urban,150.93,170.26,27.67,41.53,36.25,66.01,1041.26,53.36,12.63,Efficient HVAC,20.07,4862.58,Yes,38.15,43367.06,37.92,265.02,Maldives,109.65
S000216,Industrial Area,15.02,309.38,41.33,60.95,24.57,23.44,,38.43,28.19,Solar Panels,7.84,,No,4.35,21817.76,13.75,69.48,Thailand,83.81
S000217,Urban,127.76,59.99,32.93,139.86,17.85,91.69,511.24,57.59,23.2,Smart Thermostats,12.97,2989.2,Yes,0.85,8504.76,7.56,194.28,Maldives,88.4
S000218,Suburban,83.29,267.1,169.66,106.19,41.54,22.28,3954.43,85.36,12.41,,30.91,900.08,No,44.45,32394.0,17.51,174.41,Laos,128.07
S000219,Suburban,83.22,160.55,142.55,147.22,30.07,85.87,3167.39,61.59,26.74,Efficient HVAC,12.53,884.12,Yes,0.96,34240.38,27.76,235.54,Armenia,108.8
S000220,Industrial Area,79.06,14.07,86.81,57.31,27.04,11.32,891.49,33.39,-2.48,Solar Panels,12.45,1065.08,No,23.13,32433.47,30.48,261.74,Malaysia,56.46
S000221,Urban,23.85,344.8,64.98,6.61,31.79,53.48,2654.56,69.72,-8.87,Smart Thermostats,12.81,1334.08,No,1.95,46253.14,44.85,170.68,Brunei,94.76
S000222,Rural,76.535,106.182,48.642999999999994,14.435,1.335,32.724000000000004,6667.1,37.3,24.89,Smart Thermostats,34.09,,Yes,,16292.14,10.98,126.67,Japan,62.36
S000223,Urban,74.44,182.75,175.01,60.16,37.16,34.75,575.03,41.23,-0.34,Efficient HVAC,32.35,1881.08,No,39.6,41982.1,15.23,239.07,South Korea,104.05
S000224,Rural,51.475,142.866,74.067,45.19,16.275,6.800000000000001,,40.19,6.52,Solar Panels,7.3,230.22,Yes,8.53,39216.88,16.93,111.35,Kyrgyzstan,66.76
S000225,Industrial Area,148.78,320.36,134.56,147.75,42.1,49.78,1428.83,64.53,8.84,Solar Panels,36.53,673.38,No,35.69,34922.69,39.18,51.47,Timor-Leste,165.24
S000226,Rural,46.655,151.07399999999998,74.963,53.415,22.345,32.472,5645.82,31.82,17.66,LED Lighting,6.05,,No,,24454.31,8.73,232.61,Tajikistan,69.32
S000227,Rural,54.575,130.344,37.373,23.18,3.61,14.264,6828.09,54.15,17.7,Efficient HVAC,11.81,211.95,Yes,26.48,46043.4,24.95,118.43,Cambodia,56.9
S000228,Urban,145.86,210.81,198.56,106.49,40.28,5.71,2318.97,68.78999999999999,18.58,LED Lighting,27.22,2936.49,No,27.68,11615.25,21.97,223.29,Philippines,145.25
S000229,Industrial Area,131.59,59.38,10.94,54.42,41.89,76.56,,52.8,5.97,Smart Thermostats,26.82,1207.25,No,20.69,36815.17,12.13,80.4,Brunei,79.61
S000230,Suburban,136.91,223.87,118.31,42.85,39.97,61.33,6132.93,76.96,0.5,Efficient HVAC,31.09,486.12,No,49.09,15917.81,22.79,283.68,Bangladesh,128.63
S000231,Industrial Area,137.53,82.92,43.53,59.11,1.7,35.66,1004.27,42.15,34.34,Solar Panels,37.43,905.85,Yes,45.32,33261.53,51.78,132.64,Indonesia,85.99
S000232,Urban,242.71,74.44,192.38,117.01,10.97,43.94,1909.17,57.81,24.94,LED Lighting,11.01,4493.05,Yes,9.13,46831.05,25.25,256.17,Vietnam,155.82
S000233,Rural,24.56,115.28399999999999,134.96,21.47,20.065,34.784,7342.5,53.65,17.82,LED Lighting,21.74,,Yes,14.87,23435.32,59.83,197.06,Brunei,59.02
S000234,Urban,29.05,155.53,138.1,50.21,17.61,18.29,1039.49,72.9,22.67,LED Lighting,20.28,,No,,41626.77,51.67,244.81,Indonesia,71.14
S000235,Urban,205.94,141.25,146.13,39.06,44.52,36.42,,38.13,29.72,Solar Panels,14.96,3451.67,No,22.21,48699.66,11.22,227.57,Turkmenistan,142.72
S000236,Suburban,68.45,235.66,138.0,98.09,16.71,87.15,3444.14,69.78,-7.46,Smart Thermostats,15.41,554.96,No,27.91,5371.43,30.79,292.34,Tajikistan,111.05
S000237,Rural,39.285,129.22799999999998,22.127,67.24,7.605,10.308,7499.78,46.71,13.05,Solar Panels,10.69,266.04,No,2.55,37574.76,7.38,202.81,Philippines,52.88
S000238,Rural,58.56,44.502,12.550999999999998,34.705,8.79,26.6,5782.62,73.56,17.32,,30.36,195.73,Yes,36.69,40205.44,11.39,151.22,Georgia,39.89
S000239,Suburban,191.73,117.47,124.96,141.84,14.48,66.59,3954.17,75.28999999999999,34.84,Solar Panels,14.11,469.44,Yes,20.41,8756.42,43.41,120.37,Laos,137.89
S000240,Rural,89.44,105.21,13.299999999999999,25.18,24.425,13.56,6038.24,38.26,-5.26,LED Lighting,31.35,100.57,No,41.26,8572.53,55.14,265.52,Yemen,64.45
S000241,Industrial Area,171.38,344.2,78.5,71.81,48.16,76.08,530.62,74.61,30.65,Solar Panels,11.49,528.17,Yes,25.61,11781.28,28.28,183.6,Myanmar,164.97
S000242,Industrial Area,168.56,196.88,75.55,29.82,4.69,43.8,1288.88,68.37,28.36,Efficient HVAC,25.73,1226.56,Yes,25.77,43968.75,50.15,257.31,Maldives,123.77
S000243,Rural,35.665,132.066,37.778999999999996,42.36,17.16,24.296000000000003,9763.62,71.5,2.45,Solar Panels,24.83,279.87,No,35.08,10381.68,39.05,100.27,Yemen,53.51
S000244,Urban,198.47,119.69,188.82,134.65,33.29,21.06,2142.09,79.42999999999999,-5.11,LED Lighting,24.5,3151.4,Yes,,34800.51,23.04,185.59,Maldives,149.5
S000245,Rural,35.75,30.389999999999997,35.413,11.55,6.57,39.88,7541.3,58.05,5.38,Solar Panels,23.96,152.39,No,12.88,38594.12,47.94,124.16,Sri Lanka,29.5
S000246,Rural,47.785,172.09199999999998,108.318,63.755,15.12,30.180000000000003,7493.57,60.9,11.41,Solar Panels,35.92,186.65,Yes,40.56,9957.34,48.48,110.59,Laos,79.18
S000247,Suburban,124.71,89.3,92.13,136.26,34.43,32.59,,62.04,29.55,LED Lighting,28.85,995.86,Yes,,18072.91,18.09,204.56,Nepal,100.26
S000248,Industrial Area,56.22,24.42,151.12,142.92,18.32,54.51,600.53,78.49,-6.84,Solar Panels,20.48,1471.64,Yes,12.66,12163.6,16.86,172.9,Vietnam,68.89
S000249,Urban,180.35,187.84,40.93,35.99,17.86,39.27,,85.61,34.92,Efficient HVAC,15.76,1720.41,No,,35591.75,42.95,142.47,India,123.2
S000250,Suburban,106.94,293.68,30.84,106.15,31.15,6.37,4023.34,69.42999999999999,21.79,,17.29,527.59,Yes,18.38,27791.8,15.83,227.08,Timor-Leste,120.19
S000251,Industrial Area,225.82,123.15,26.13,124.84,40.54,14.47,,59.93,18.78,Solar Panels,23.87,722.88,No,21.39,24714.71,56.76,276.87,Indonesia,136.14
S000252,Industrial Area,20.33,67.05,180.59,139.72,41.59,86.91,,67.78,4.88,Efficient HVAC,27.98,1735.75,No,42.52,18415.96,8.29,165.99,Bangladesh,71.11
S000253,Rural,48.105,159.19799999999998,99.652,37.45,15.33,21.108000000000004,5606.72,76.41,3.75,LED Lighting,35.51,209.93,No,44.1,43825.9,40.94,157.68,Bhutan,72.36
S000254,Industrial Area,95.84,40.14,108.27,29.86,44.85,85.56,1372.0,48.87,15.6,Solar Panels,16.99,,No,20.12,42453.54,59.36,218.65,Vietnam,74.35
S000255,Urban,37.17,246.18,135.0,70.86,0.63,44.61,,41.28,0.54,Solar Panels,33.21,4076.08,No,46.92,7701.37,11.14,98.22,South Korea,93.73
S000256,Urban,153.24,256.56,81.43,24.42,33.33,66.41,508.12,43.900000000000006,5.96,LED Lighting,12.76,1327.09,No,18.3,49117.06,6.31,182.94,Azerbaijan,133.92
S000257,Urban,164.74,316.4,150.5,47.54,21.44,22.77,2936.39,47.71,10.3,Solar Panels,26.43,4489.21,No,47.96,28839.11,5.51,198.34,Laos,159.79
S000258,Rural,28.94,91.71,107.177,5.03,9.15,7.228000000000001,,52.87,9.43,Efficient HVAC,27.23,114.51,Yes,30.31,24119.61,54.11,179.73,Tajikistan,47.77
S000259,Urban,12.71,291.79,28.2,53.67,33.59,61.32,1332.74,39.06,23.94,LED Lighting,26.84,3507.11,No,17.08,22165.3,46.87,221.21,Mongolia,79.46
S000260,Industrial Area,154.98,253.06,150.55,17.13,28.05,79.47,730.02,48.440000000000005,32.45,Solar Panels,39.76,,Yes,38.16,28681.94,43.78,96.45,Armenia,143.68
S000261,Urban,177.66,218.85,83.89,64.2,8.33,19.97,1481.29,45.27,-7.22,Solar Panels,16.06,4297.76,No,10.4,12231.82,7.63,129.03,Azerbaijan,135.67
S000262,Rural,114.085,26.154,64.946,67.765,5.925,3.412,9288.13,73.37,5.02,LED Lighting,27.81,176.65,No,12.3,21707.29,22.23,82.41,Maldives,68.15
S000263,Rural,99.69,20.418,48.41199999999999,10.315,16.735,35.18,,74.5,3.26,LED Lighting,22.03,219.18,Yes,28.83,38952.41,53.55,57.33,Vietnam,55.69
S000264,Urban,233.84,252.32,27.56,28.27,30.8,27.05,2636.21,62.580000000000005,7.85,Solar Panels,19.44,,No,,28536.57,41.34,289.61,Georgia,155.39
S000265,Industrial Area,94.79,43.46,71.54,73.61,31.92,24.01,871.25,78.09,-4.07,Efficient HVAC,21.12,1226.54,No,43.12,48524.25,13.22,291.17,Malaysia,69.09
S000266,Urban,64.02,225.64,81.02,92.69,15.51,29.04,2384.65,54.400000000000006,10.05,Solar Panels,14.17,4063.08,No,2.71,21010.64,34.08,55.96,South Korea,95.16
S000267,Industrial Area,176.87,137.47,159.31,59.61,47.39,27.02,,38.49,11.61,LED Lighting,14.12,559.47,No,,33746.49,47.41,269.23,Tajikistan,134.19
S000268,Industrial Area,66.66,229.31,53.06,60.2,17.13,27.26,1454.87,45.45,26.36,Solar Panels,28.87,690.69,Yes,11.65,32607.25,55.61,108.98,Bangladesh,89.58
S000269,Urban,97.29,245.76,147.26,72.71,18.53,90.21,1863.71,47.61,12.36,Efficient HVAC,37.28,3747.69,Yes,37.61,44203.55,55.01,60.94,Maldives,123.79
S000270,Urban,198.41,333.05,147.19,29.85,48.26,48.78,2446.28,73.25,4.48,,16.06,2855.31,No,18.41,43277.97,50.92,183.47,Yemen,178.3
S000271,Urban,190.79,100.69,73.0,25.08,38.6,26.72,2303.17,42.74,19.48,LED Lighting,26.42,1548.24,Yes,21.78,11557.59,13.78,81.3,Malaysia,115.11
S000272,Urban,210.59,338.37,84.65,108.09,37.84,87.1,,60.300000000000004,30.36,,8.52,1113.23,Yes,8.3,14458.23,59.3,87.17,Turkmenistan,183.56
S000273,Industrial Area,248.99,126.96,173.65,103.64,15.24,40.13,1417.77,54.760000000000005,8.32,Efficient HVAC,7.72,847.69,No,0.2,44663.21,16.09,147.91,Cambodia,164.93
S000274,Industrial Area,183.1,335.75,17.4,52.48,49.38,54.47,928.49,39.99,25.63,Efficient HVAC,28.49,1703.68,No,16.14,20343.74,52.33,158.89,Nepal,155.91
S000275,Urban,91.49,106.97,33.07,146.78,37.56,76.84,2005.17,43.62,-4.76,Efficient HVAC,29.01,,Yes,29.29,11535.43,15.32,228.12,Azerbaijan,85.23
S000276,Urban,58.05,322.8,100.53,127.27,37.35,11.44,,71.52,-7.66,Efficient HVAC,24.39,4001.06,No,14.83,35735.26,8.39,245.24,Laos,119.89
S000277,Rural,34.995,51.27,78.65899999999999,17.64,4.795,19.664,,42.09,13.95,Efficient HVAC,26.52,151.8,No,29.33,33663.56,30.67,265.45,Uzbekistan,39.28
S000278,Industrial Area,212.33,75.59,21.8,8.57,36.63,48.84,947.13,42.45,3.11,Efficient HVAC,21.43,1971.16,No,24.97,31840.61,53.1,129.4,Turkmenistan,110.28
S000279,Urban,218.63,176.31,29.26,5.26,37.61,88.27,1966.06,62.1,-7.45,Solar Panels,39.04,4472.01,Yes,44.39,8736.37,17.39,82.15,Kazakhstan,135.8
S000280,Rural,65.375,68.862,13.866999999999999,23.44,18.28,8.284,5093.42,74.83,-3.3,Solar Panels,18.77,,Yes,22.25,11388.31,11.35,185.51,Afghanistan,46.59
S000281,Rural,48.825,88.116,114.10699999999999,13.345,8.33,7.304000000000001,,39.86,4.7,Smart Thermostats,12.13,167.01,Yes,28.9,47399.36,47.18,235.05,Indonesia,56.8
S000282,Rural,52.975,112.026,111.02,60.79,12.595,8.752,8357.4,64.83,20.51,LED Lighting,22.9,65.18,Yes,12.28,35693.95,16.41,83.66,Singapore,68.02
S000283,Urban,130.76,293.11,26.59,87.6,7.67,32.86,652.74,64.72,12.8,Solar Panels,28.6,4492.6,Yes,23.19,41753.78,16.62,161.1,Maldives,126.08
S000284,Rural,5.0,190.29,137.053,13.59,17.17,2.0,8254.89,35.01,10.26,Solar Panels,13.38,114.52,Yes,5.17,7961.18,26.65,184.5,Uzbekistan,63.79
S000285,Rural,112.6,92.502,67.564,65.63,1.315,39.92400000000001,,31.81,27.35,Solar Panels,26.72,129.92,No,19.77,41057.11,47.51,193.64,Laos,82.37
S000286,Industrial Area,191.59,210.84,14.58,54.24,12.35,28.51,1110.17,58.150000000000006,31.54,LED Lighting,20.86,1531.77,Yes,15.52,49333.39,13.37,250.9,Cambodia,129.08
S000287,Industrial Area,49.54,310.1,44.5,39.75,12.61,57.86,1275.09,42.330000000000005,17.05,,36.21,1710.0,Yes,43.76,8634.44,41.28,287.17,India,96.64
S000288,Rural,76.45,47.190000000000005,63.161,56.56,17.02,7.08,,66.23,22.79,Solar Panels,20.49,,No,38.43,30900.09,19.4,261.67,Brunei,57.2
S000289,Urban,39.78,61.04,176.0,136.48,40.1,63.79,,45.75,17.9,Insulation,23.89,4599.26,Yes,11.41,11420.04,8.41,285.69,Bangladesh,75.37
S000290,Rural,67.32,34.397999999999996,21.714,70.605,16.505,35.192,5955.67,36.48,-4.14,Smart Thermostats,11.63,93.35,No,9.05,36757.85,38.6,267.12,Afghanistan,47.54
S000291,Industrial Area,8.18,254.39,106.66,75.35,1.64,98.93,598.99,68.94,-9.91,Efficient HVAC,10.93,723.32,No,1.08,25131.51,55.53,203.73,Georgia,82.79
S000292,Rural,76.85,115.368,14.223999999999998,40.32,3.64,23.308000000000003,5657.5,73.12,7.9,LED Lighting,10.59,63.03,No,10.85,25415.97,29.25,206.05,Philippines,61.51
S000293,Rural,86.3,121.73399999999998,42.68599999999999,53.275,8.96,15.556000000000001,,66.63,11.89,Solar Panels,9.22,,Yes,0.09,10017.97,9.35,156.52,Japan,72.27
S000294,Urban,25.62,163.01,139.28,13.57,19.38,26.44,808.76,33.15,1.29,Efficient HVAC,12.95,4460.81,Yes,23.86,19856.83,6.8,227.84,Uzbekistan,68.36
S000295,Industrial Area,88.42,106.14,13.38,53.92,32.6,58.11,,34.27,18.53,LED Lighting,25.35,1136.68,No,34.28,10448.68,27.01,267.17,Philippines,70.16
S000296,Urban,75.49,46.75,23.2,137.59,25.91,48.18,1619.06,34.04,-0.69,Solar Panels,29.11,,Yes,32.85,44877.01,55.27,253.29,Armenia,61.78
S000297,Suburban,88.67,125.16,125.87,78.92,5.11,20.57,6085.63,75.81,27.26,Solar Panels,10.62,589.75,No,13.32,20569.53,11.0,269.92,Malaysia,88.81
S000298,Industrial Area,29.03,203.73,123.79,94.4,29.58,94.5,1426.91,66.67999999999999,-1.74,Solar Panels,25.6,1653.42,Yes,33.07,6972.33,15.14,67.15,Malaysia,88.05
